카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드,latitude,longitude
읍천리382 두산점,4.65,243,82,대구 수성구 청수로24길 64 1층 읍천리382,"10:00 - 23:00
22:30 라스트오더",0507-1455-5779,http://instagram.com/eupcheonri_doosan/,도시 바리스타들과 시골의 좋은 재료와 함께 대 구의 프렌차이즈 브런치 카페 도심속 공원과 함 께 브런치가 준비되어 있습니다. 신선한 ...,NO INFO,"{'음료가 맛있어요': '94', '디저트가 맛있어요': '88', '커피가 맛있어요': '66', '매장이 청결해요': '52', '인테리어가 멋져요': '49', '특별한 메뉴가 있어요': '44', '친절해요': '43', '가성비가 좋아요': '32', '대화하기 좋아요': '25', '좌석이 편해요': '16', '사진이 잘 나와요': '15', '화장실이 깨끗해요': '10', '주차하기 편해요': '9', '뷰가 좋아요': '6', '집중하기 좋아요': '5', '음식이 맛있어요': '1', '종류가 다양해요': '1'}",35.8370921,128.6210377
하삼동커피 대구두산점,4.37,358,0,대구 수성구 청수로26길 36 한성스퀘어 1층,07:00 - 22:00,053-765-3337,NO INFO,웃음이끊기지않는 하삼동커피에서 여여로운 음료한잔 즐겨보세요~^^,NO INFO,"{'커피가 맛있어요': '72', '가성비가 좋아요': '50', '음료가 맛있어요': '35', '친절해요': '25', '디저트가 맛있어요': '8', '특별한 메뉴가 있어요': '8', '매장이 청결해요': '8', '대화하기 좋아요': '8', '좌석이 편해요': '5', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2'}",35.8381678,128.6221995
메가MGC커피 대구황금점,4.51,464,16,대구 수성구 청수로26길 36 한성스퀘어 1층 101호,"08:00 - 22:00
21:45 라스트오더",053-767-4636,NO INFO,"2022년 9월 28일 새롭게 오픈한 메가커피 대구황금점입니다!
주문마감은 pm21:45이니 방문하실때 유의해주세요!",NO INFO,"{'커피가 맛있어요': '135', '가성비가 좋아요': '89', '음료가 맛있어요': '82', '친절해요': '62', '디저트가 맛있어요': '26', '매장이 청결해요': '25', '특별한 메뉴가 있어요': '17', '좌석이 편해요': '9', '대화하기 좋아요': '9', '인테리어가 멋져요': '7', '주차하기 편해요': '5', '집중하기 좋아요': '5', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '3', '뷰가 좋아요': '2'}",35.8381678,128.6221995
더벤티 대구두산점,0.0,129,47,대구 수성구 청수로26길 36 한성스퀘어 1층 113호(두산동),08:00 - 22:00,053-764-2877,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,NO INFO,"{'커피가 맛있어요': '71', '음료가 맛있어요': '47', '친절해요': '47', '가성비가 좋아요': '42', '디저트가 맛있어요': '34', '매장이 청결해요': '19', '특별한 메뉴가 있어요': '9', '인테리어가 멋져요': '8', '좌석이 편해요': '6', '주차하기 편해요': '3', '대화하기 좋아요': '3', '사진이 잘 나와요': '2', '뷰가 좋아요': '2'}",35.8381678,128.6221995
타샤커피,4.76,30,14,대구 수성구 청수로38길 52 청수로38길 52타샤커피,11:00 - 22:00,0507-1411-5924,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '6', '친절해요': '5', '음료가 맛있어요': '3', '매장이 청결해요': '3', '좌석이 편해요': '2', '인테리어가 멋져요': '2', '가성비가 좋아요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8364529,128.6277522
쭈롱베이크샵,0.0,110,111,대구 수성구 청수로40길 76-13 1층,12:00 - 18:00,070-4105-5671,NO INFO,"사계절에서 나오는 다양한 작물과 직접 엄선한 재료들을 담아 본연의 맛이 진한 디저트를 만듭니다.
속이 편안한 글루텐프리, 비건 디저트 옵션으로 준비됩니다. :)",NO INFO,"{'디저트가 맛있어요': '91', '친절해요': '50', '특별한 메뉴가 있어요': '48', '매장이 청결해요': '25', '커피가 맛있어요': '24', '음료가 맛있어요': '15', '사진이 잘 나와요': '6', '인테리어가 멋져요': '5', '주차하기 편해요': '4', '대화하기 좋아요': '4', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '집중하기 좋아요': '2', '빵이 맛있어요': '1', '선물하기 좋아요': '1', '포장이 깔끔해요': '1'}",35.8360173,128.6291083
HAMA,4.57,58,0,대구 수성구 청수로4길 56,NO INFO,053-761-1719,NO INFO,NO INFO,NO INFO,{},35.83859260000001,128.6094019
바질커피,0.0,16,4,대구 수성구 청호로 322,10:20 - 20:30,053-281-8787,https://www.instagram.com/bazilcoffee,> 인스타그램 Instagram @bazilcoffee > 픽업 주문 및 배달의민족/쿠팡이츠 앱에서 '바질커피'로 배달 주문 가능합니다.,NO INFO,"{'커피가 맛있어요': '7', '친절해요': '5', '디저트가 맛있어요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1'}",35.846125,128.6392259
비포커피,0.0,34,32,대구 수성구 청호로 345 태왕아너스아파트 110동 1층 104. 105호,09:00 - 20:00,0507-1334-7803,https://www.instagram.com/b.c.espresso,"Daily fresh coffee espresso bar
지친 삶의 위로가 될 수 있는, 맛있는 커피 한잔 어때요?
BEFORE COFFEE는 늘 여러분의 삶에 행복이 가득하길 응원합니다.",NO INFO,"{'커피가 맛있어요': '29', '친절해요': '23', '매장이 청결해요': '15', '인테리어가 멋져요': '13', '대화하기 좋아요': '11', '특별한 메뉴가 있어요': '9', '디저트가 맛있어요': '7', '음료가 맛있어요': '6', '집중하기 좋아요': '5', '사진이 잘 나와요': '4', '화장실이 깨끗해요': '4', '가성비가 좋아요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '룸이 잘 되어있어요': '1'}",35.8480226,128.6371086
서로커피 만촌점,0.0,15,1,대구 수성구 청호로 409-1 1층,08:30 - 20:00,0507-1335-7720,NO INFO,발아커피브로떼와 쌀로 반죽한 호두과자,NO INFO,"{'커피가 맛있어요': '9', '디저트가 맛있어요': '9', '친절해요': '9', '가성비가 좋아요': '8', '매장이 청결해요': '7', '특별한 메뉴가 있어요': '6', '음료가 맛있어요': '3', '인테리어가 멋져요': '1'}",35.8539778,128.6383674
이디야커피 대구범어경신점,4.49,262,2,대구 수성구 청호로 423 1층,00:00 - 22:00,0507-1349-5322,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",NO INFO,"{'커피가 맛있어요': '61', '친절해요': '61', '음료가 맛있어요': '42', '가성비가 좋아요': '42', '매장이 청결해요': '24'}",35.8549819,128.6393529
이끌림스터디카페 범어점,4.78,82,30,대구 수성구 청호로 424 경동빌딩 2층,NO INFO,010-3153-1122,https://blog.naver.com/ekkrim,"""꿈이 이루어지는 곳, 이끌림""

<< 이끌림 스터디카페 범어 직영점>>입니다.

* 청정 헤파필터 4중 강력필터 시스템
* 전 좌석 데스크 자동 UV살균소독 시스템
* 스터디룸, 집중룸(지정석), 1인실(지정석) 완비
* 전 좌석 책상등 설치 풀옵션 데스크 
* 키높이, 수납형, 파티션 등 다양한 좌석 보유, 전좌석 가림막 설치
* 전 좌석 시디즈 의자 및 친환경 바닥난방 시스템
* 세콤보안경비, 세스코 바이러스케어

 타 스터디 카페, 독서실과는 차별화되는 이끌림만의 공부 몰입에 최적화된 시스템!

여러분의 꿈이 이루어지도록 마음이 이끌리는 << 이끌림 스터디카페 >>에서 최선을 다하겠습니다.",NO INFO,"{'집중하기 좋아요': '8', '비싼 만큼 가치있어요': '6', '매장이 청결해요': '6', '차분한 분위기에요': '5', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '커피가 맛있어요': '2', '인테리어가 멋져요': '2', '친절해요': '2', '분위기 관리가 철저해요': '2', '룸이 잘 되어있어요': '2', '매장이 넓어요': '2', '가성비가 좋아요': '1'}",35.8547498,128.6399364
THE더맛있는과일&1L커피 대구범어점,0.0,8,9,"대구 수성구 청호로 433 범어효성해링턴플레이스 105동 1층 1호, 2호",12:00 - 01:30,0507-1325-4745,https://thematgaw12.modoo.at,THE더맛있는과일&1L커피 대구범어점 입니다.,NO INFO,{},35.8555472,128.6399031
마을카페,4.56,38,0,대구 수성구 청호로69길 67,10:30 - 19:00,053-259-0025,http://www.instagram.com/maeul_cafe2020,NO INFO,NO INFO,{},35.8496152,128.6358374
히스,0.0,130,181,대구 수성구 청호로85길 9 1층,NO INFO,0507-1319-7240,http://www.instagram.com/heath_coffee,"Heath(히스)란?
영국 스코틀랜드 지방의 황무지와
거기서 군생하는 키 작은 식물.
혹독한 기후에도 불구하고
8월하순에서 9월에 걸쳐
황량한 대지 일대에 히스와 엉겅퀴 꽃들이 핀다고 한다.

황무지에도 꽃이피고
사막에도 오아시스가 있듯이
히스에 방문 하셨을 때 만큼은
치열하고 경쟁의 연속인
일상의 지친 몸과 마음은 잠시 내려 놓으시고
편하게 머무르다 가셨으면 좋겠습니다.

<황무지 같은 삶 속에서도 꽃이피길>

히스의 경영이념
Person 로스터(볶는사람), 바리스타(내리는사람)의 역량에 따라 맛이 좌우됩니다,
People 많은 사람들 삶에 필수요소로 자리잡고 있으며, 커뮤니티까지 형성해주는 매개체가 되고 있습니다.
Coffee 따라서 커피는 곧 사람이다,

<내리는 사람과 마시는 사람들로 만들어지는 커피>

히스를 찾아주시는 모든 손님들을 위해
<커피는 곧 사람이다>라는 경영이념으로
최고의 맛과 서비스를 가지는 가게가 되어 모두가 흡족해 할 수 있는 카페가 되도록
최선을 다하겠습니다.",NO INFO,"{'커피가 맛있어요': '39', '친절해요': '25', '인테리어가 멋져요': '16', '음료가 맛있어요': '12', '디저트가 맛있어요': '9', '대화하기 좋아요': '9', '집중하기 좋아요': '8', '매장이 청결해요': '7', '특별한 메뉴가 있어요': '6', '좌석이 편해요': '3', '뷰가 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}",35.8553494,128.6391234
카페 로즈앤코튼,0.0,192,78,대구 수성구 청호로85안길 32 1층,NO INFO,0507-1309-3022,NO INFO,"도심 속의 플라워 카페!!!

토끼, 곰돌이, 헷지, 미니 하우스, 그리고 꽃과 함께 동화 속 이야기를 가슴에 담아 보세요. 바쁜 일상에서도 꽃 속의 나비가 '낭만'과 '행복'이라는 선물을 우리에게 가져다 줄겁니다. ^0^

오늘도 즐거운 하루 되세요~~~! 카페 로즈앤코튼!",NO INFO,"{'커피가 맛있어요': '141', '특별한 메뉴가 있어요': '101', '인테리어가 멋져요': '94', '디저트가 맛있어요': '89', '친절해요': '79', '음료가 맛있어요': '70', '사진이 잘 나와요': '63', '매장이 청결해요': '60', '차가 맛있어요': '52', '화장실이 깨끗해요': '36', '뷰가 좋아요': '28', '대화하기 좋아요': '17', '특별한 날 가기 좋아요': '16', '좌석이 편해요': '14', '집중하기 좋아요': '12', '주차하기 편해요': '10', '야외 공간이 멋져요': '4', '가성비가 좋아요': '2', '비싼 만큼 가치있어요': '2', '음악이 좋아요': '1'}",35.856479,128.6402678
카페 잔향,0.0,9,5,대구 수성구 청호로85안길 33 1층 카페 잔향,"12:00 - 21:00
20:30 라스트오더",0507-1341-4049,NO INFO,카페 잔향은 큰 위로와 따스함을 느낄수 있는..그리고 물고기와 음악이 함께하는 자그마한 카페입니다.,NO INFO,{},35.8566655,128.6402166
teo cafe,0.0,325,223,"대구 수성구 청호로95길 13 1층 teo,",10:00 - 23:00,070-4209-9233,http://instagram.com/all___fake,테오카페,NO INFO,"{'커피가 맛있어요': '107', '디저트가 맛있어요': '60', '친절해요': '59', '매장이 청결해요': '49'}",35.8579686,128.6435911
얼리 부띠끄 카페,4.78,80,18,대구 수성구 청호로96길 40 1층,NO INFO,0507-1481-5403,http://instagram.com/early_boutique_cafe,"다양한 갸또, 푸딩, 딸기케이크 :)",NO INFO,"{'디저트가 맛있어요': '55', '친절해요': '35', '특별한 메뉴가 있어요': '30', '커피가 맛있어요': '28', '매장이 청결해요': '19', '음료가 맛있어요': '18', '가성비가 좋아요': '10', '인테리어가 멋져요': '9', '좌석이 편해요': '7', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '뷰가 좋아요': '3', '화장실이 깨끗해요': '1'}",35.8575981,128.6472336
쿠우,0.0,19,2,대구 수성구 청호로96안길 11 1층,"11:00 - 21:00
20:30 라스트오더",0507-1354-8967,https://www.instagram.com/coo._.cafe,NO INFO,NO INFO,"{'친절해요': '14', '디저트가 맛있어요': '7', '매장이 청결해요': '7', '커피가 맛있어요': '6', '음료가 맛있어요': '6', '가성비가 좋아요': '6', '좌석이 편해요': '5', '대화하기 좋아요': '3', '특별한 메뉴가 있어요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.8573168,128.6465704
충의로 3,4.61,54,0,대구 수성구 충의로 3 1층,10:00 - 21:00,053-755-7706,http://instagram.com/chunguiro.3.cafe,NO INFO,NO INFO,"{'커피가 맛있어요': '25', '친절해요': '20', '음료가 맛있어요': '14', '인테리어가 멋져요': '13', '매장이 청결해요': '9', '디저트가 맛있어요': '8', '대화하기 좋아요': '8', '가성비가 좋아요': '5', '주차하기 편해요': '4', '집중하기 좋아요': '4', '화장실이 깨끗해요': '4', '뷰가 좋아요': '4', '좌석이 편해요': '2', '특별한 메뉴가 있어요': '2', '사진이 잘 나와요': '1'}",35.862145,128.6473126
카페봄봄 파동점,0.0,82,1,대구 수성구 파동로 106 1층,09:40 - 21:00,053-216-0820,https://www.instagram.com/cafebombom_official/,"Cafe 봄봄은 모든 연령대가 즐길 수 있는 매장입니다.
Cafe 봄봄에서 따스하고 산뜻한 봄을 한 잔 마시고, 잠시 여유를 가져 보길 바라는 마음입니다.",NO INFO,"{'커피가 맛있어요': '42', '음료가 맛있어요': '29', '친절해요': '20', '가성비가 좋아요': '17', '디저트가 맛있어요': '9', '매장이 청결해요': '4', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '주차하기 편해요': '1'}",35.8132902,128.6171135
커피패밀리 파동점,4.3,37,0,대구 수성구 파동로 120,NO INFO,070-7717-7171,https://instagram.com/delight7171,NO INFO,NO INFO,"{'커피가 맛있어요': '22', '음료가 맛있어요': '8', '친절해요': '8', '디저트가 맛있어요': '5', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '2', '대화하기 좋아요': '2', '인테리어가 멋져요': '1', '매장이 청결해요': '1'}",35.8147442,128.6169105
카페노리터,4.29,107,14,대구 수성구 파동로 72,10:00 - 22:00,053-263-6307,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '40', '가성비가 좋아요': '26', '빵이 맛있어요': '25', '대화하기 좋아요': '24', '친절해요': '23', '음료가 맛있어요': '22', '특별한 메뉴가 있어요': '13', '좌석이 편해요': '10', '매장이 청결해요': '10', '집중하기 좋아요': '10', '인테리어가 멋져요': '9', '뷰가 좋아요': '6', '사진이 잘 나와요': '4', '화장실이 깨끗해요': '4', '주차하기 편해요': '2'}",35.8106364,128.6192005
